com;typecom;reg;dep;arr;tncc;ncc;nccenr;libelle;can;comparent;nom_commune;latitude;longitude,type
7044;COM;84;7;73;0;BROSSAINC;Brossainc;Brossainc;711;;Brossainc;45.333333;4.683333;-1
7045;COM;84;7;71;0;BURZET;Burzet;Burzet;713;;Burzet;44.733333;4.25;0
7047;COM;84;7;71;0;CELLIER DU LUC;Cellier-du-Luc;Cellier-du-Luc;713;;Cellier-du-Luc;44.683333;3.916667;0
7048;COM;84;7;72;0;CHALENCON;Chalencon;Chalencon;706;;Chalencon;44.9;4.6;0
7049;COM;84;7;73;2;CHAMBON;Chambon;Le Chambon;706;;Chambon (Le);;;-1
7050;COM;84;7;71;0;CHAMBONAS;Chambonas;Chambonas;716;;Chambonas;44.416667;4.1;-1
7051;COM;84;7;73;0;CHAMPAGNE;Champagne;Champagne;711;;Champagne;;;0
7052;COM;84;7;73;0;CHAMPIS;Champis;Champis;708;;Champis;;;0
7053;COM;84;7;71;0;CHANDOLAS;Chandolas;Chandolas;716;;Chandolas;44.4;4.266667;-1
7054;COM;84;7;73;0;CHANEAC;Chanéac;Chanéac;706;;ChanÃ©ac;44.95;4.316667;0
7055;COM;84;7;73;0;CHARMES SUR RHONE;Charmes-sur-Rhône;Charmes-sur-Rhône;717;;Charmes-sur-RhÃ´ne;44.866667;4.833333;-1
7056;COM;84;7;73;0;CHARNAS;Charnas;Charnas;711;;Charnas;45.333333;4.75;0
7058;COM;84;7;71;0;CHASSIERS;Chassiers;Chassiers;715;;Chassiers;44.55;4.3;0
7059;COM;84;7;73;0;CHATEAUBOURG;Châteaubourg;Châteaubourg;707;;ChÃ¢teaubourg;45;4.85;0
7060;COM;84;7;72;0;CHATEAUNEUF DE VERNOUX;Châteauneuf-de-Vernoux;Châteauneuf-de-Vernoux;717;;ChÃ¢teauneuf-de-Vernoux;44.916667;4.65;-1
7061;COM;84;7;71;0;CHAUZON;Chauzon;Chauzon;715;;Chauzon;44.483333;4.366667;0
7062;COM;84;7;71;0;CHAZEAUX;Chazeaux;Chazeaux;715;;Chazeaux;44.6;4.316667;0
7063;COM;84;7;73;0;CHEMINAS;Cheminas;Cheminas;714;;Cheminas;45.116667;4.75;0
7064;COM;84;7;73;2;CHEYLARD;Cheylard;Le Cheylard;706;;Cheylard (Le);44.9;4.416667;0
7065;COM;84;7;71;0;CHIROLS;Chirols;Chirols;713;;Chirols;44.683333;4.3;0
7066;COM;84;7;72;0;CHOMERAC;Chomérac;Chomérac;710;;ChomÃ©rac;44.7;4.65;-1
7067;COM;84;7;73;0;COLOMBIER LE CARDINAL;Colombier-le-Cardinal;Colombier-le-Cardinal;711;;Colombier-le-Cardinal;45.266667;4.75;-1
7068;COM;84;7;73;0;COLOMBIER LE JEUNE;Colombier-le-Jeune;Colombier-le-Jeune;714;;Colombier-le-Jeune;45;4.7;-1
7069;COM;84;7;73;0;COLOMBIER LE VIEUX;Colombier-le-Vieux;Colombier-le-Vieux;708;;Colombier-le-Vieux;45.066667;4.683333;-1
7070;COM;84;7;73;0;CORNAS;Cornas;Cornas;707;;Cornas;44.966667;4.85;0
7071;COM;84;7;71;0;COUCOURON;Coucouron;Coucouron;713;;Coucouron;44.8;3.966667;-1
7072;COM;84;7;72;0;COUX;Coux;Coux;710;;Coux;44.766667;4.616667;0
7073;COM;84;7;73;2;CRESTET;Crestet;Le Crestet;708;;Crestet (Le);45.016667;4.65;0
7074;COM;84;7;72;0;CREYSSEILLES;Creysseilles;Creysseilles;710;;Creysseilles;44.75;4.566667;-1
7075;COM;84;7;71;0;CROS DE GEORAND;Cros-de-Géorand;Cros-de-Géorand;713;;Cros-de-GÃ©orand;44.8;4.133333;0
7076;COM;84;7;72;0;CRUAS;Cruas;Cruas;709;;Cruas;44.65;4.766667;0
7077;COM;84;7;71;0;DARBRES;Darbres;Darbres;712;;Darbres;44.633333;4.516667;0
7078;COM;84;7;73;0;DAVEZIEUX;Davézieux;Davézieux;701;;DavÃ©zieux;45.25;4.716667;0
7079;COM;84;7;73;0;DESAIGNES;Désaignes;Désaignes;708;;DÃ©saignes;45;4.516667;0
7080;COM;84;7;73;0;DEVESSET;Devesset;Devesset;706;;Devesset;45.066667;4.383333;0
7081;COM;84;7;71;0;DOMPNAC;Dompnac;Dompnac;716;;Dompnac;44.55;4.1;0
7082;COM;84;7;73;0;DORNAS;Dornas;Dornas;706;;Dornas;44.85;4.35;0
7083;COM;84;7;72;0;DUNIERE SUR EYRIEUX;Dunière-sur-Eyrieux;Dunière-sur-Eyrieux;706;;DuniÃ¨re-sur-Eyrieux;44.816667;4.65;-1
7084;COM;84;7;73;1;ECLASSAN;Eclassan;Eclassan;711;;Eclassan;45.166667;4.766667;-1
7085;COM;84;7;73;1;EMPURANY;Empurany;Empurany;708;;Empurany;45.016667;4.6;-1
7086;COM;84;7;73;1;ETABLES;Étables;Étables;714;;Etables;45.1;4.716667;-1
7087;COM;84;7;71;0;FABRAS;Fabras;Fabras;713;;Fabras;44.65;4.3;0
7088;COM;84;7;71;0;FAUGERES;Faugères;Faugères;716;;FaugÃ¨res;44.475;4.133333;0
7089;COM;84;7;73;0;FELINES;Félines;Félines;711;;FÃ©lines;;;0
7090;COM;84;7;72;0;FLAVIAC;Flaviac;Flaviac;710;;Flaviac;44.75;4.683333;0
7091;COM;84;7;71;0;FONS;Fons;Fons;704;;Fons;44.566667;4.333333;0
7092;COM;84;7;72;0;FREYSSENET;Freyssenet;Freyssenet;710;;Freyssenet;44.683333;4.55;-1
7093;COM;84;7;71;0;GENESTELLE;Genestelle;Genestelle;703;;Genestelle;44.716667;4.4;-1
7094;COM;84;7;72;0;GILHAC ET BRUZAC;Gilhac-et-Bruzac;Gilhac-et-Bruzac;717;;Gilhac-et-Bruzac;;;0
7095;COM;84;7;73;0;GILHOC SUR ORMEZE;Gilhoc-sur-Ormèze;Gilhoc-sur-Ormèze;708;;Gilhoc-sur-OrmÃ¨ze;;;-1
7096;COM;84;7;72;0;GLUIRAS;Gluiras;Gluiras;706;;Gluiras;44.85;4.55;0
7097;COM;84;7;73;0;GLUN;Glun;Glun;714;;Glun;45.016667;4.833333;0
7098;COM;84;7;72;0;GOURDON;Gourdon;Gourdon;710;;Gourdon;;;0
7099;COM;84;7;72;0;GRAS;Gras;Gras;705;;Gras;44.45;4.533333;0
7100;COM;84;7;71;0;GRAVIERES;Gravières;Gravières;716;;GraviÃ¨res;44.433333;4.083333;0
7101;COM;84;7;71;0;GROSPIERRES;Grospierres;Grospierres;715;;Grospierres;44.4;4.3;1
7102;COM;84;7;73;0;GUILHERAND GRANGES;Guilherand-Granges;Guilherand-Granges;707;;Guilherand-Granges;;;0
7103;COM;84;7;73;0;SAINT JULIEN D INTRES;'Saint-Julien-d''Intres';'Saint-Julien-d''Intres';706;;Intres;44.983333;4.35;1
7104;COM;84;7;73;1;ISSAMOULENC;Issamoulenc;Issamoulenc;706;;Issamoulenc;44.783333;4.466667;-1
7105;COM;84;7;71;1;ISSANLAS;Issanlas;Issanlas;713;;Issanlas;44.75;4;-1
7106;COM;84;7;71;1;ISSARLES;Issarlès;Issarlès;713;;IssarlÃ¨s;44.833333;4.033333;0
7107;COM;84;7;71;0;JAUJAC;Jaujac;Jaujac;713;;Jaujac;44.633333;4.25;0
7108;COM;84;7;73;0;JAUNAC;Jaunac;Jaunac;706;;Jaunac;;;0
7109;COM;84;7;71;0;JOANNAS;Joannas;Joannas;715;;Joannas;44.566667;4.25;0
7110;COM;84;7;71;0;JOYEUSE;Joyeuse;Joyeuse;716;;Joyeuse;44.483333;4.233333;0
7111;COM;84;7;71;0;JUVINAS;Juvinas;Juvinas;703;;Juvinas;44.716667;4.3;0
7112;COM;84;7;71;0;LABASTIDE SUR BESORGUES;Labastide-sur-Bésorgues;Labastide-sur-Bésorgues;703;;Labastide-sur-BÃ©sorgues;;;-1
7113;COM;84;7;71;0;LABASTIDE DE VIRAC;Labastide-de-Virac;Labastide-de-Virac;715;;Labastide-de-Virac;44.35;4.416667;-1
7114;COM;84;7;73;0;LABATIE D ANDAURE;'Labatie-d''Andaure';'Labatie-d''Andaure';708;;'Labatie-d''Andaure';45.016667;4.483333;0
7115;COM;84;7;71;0;LABEAUME;Labeaume;Labeaume;715;;Labeaume;;;-1
7116;COM;84;7;71;0;LABEGUDE;Labégude;Labégude;703;;LabÃ©gude;44.65;4.366667;0
7117;COM;84;7;71;0;LABLACHERE;Lablachère;Lablachère;716;;LablachÃ¨re;44.466667;4.216667;-1
7118;COM;84;7;71;0;LABOULE;Laboule;Laboule;716;;Laboule;44.583333;4.166667;0
7119;COM;84;7;71;2;LAC D ISSARLES;'Lac-d''Issarlès';'Le Lac-d''Issarlès';713;;'Lac-d''IssarlÃ¨s (Le)';;;0
7120;COM;84;7;71;0;LACHAMP RAPHAEL;Lachamp-Raphaël;Lachamp-Raphaël;703;;Lachamp-RaphaÃ«l;44.816667;4.3;0
7121;COM;84;7;71;0;LACHAPELLE GRAILLOUSE;Lachapelle-Graillouse;Lachapelle-Graillouse;713;;Lachapelle-Graillouse;44.816667;4;-1
7122;COM;84;7;71;0;LACHAPELLE SOUS AUBENAS;Lachapelle-sous-Aubenas;Lachapelle-sous-Aubenas;704;;Lachapelle-sous-Aubenas;44.55;4.366667;0
7123;COM;84;7;73;0;LACHAPELLE SOUS CHANEAC;Lachapelle-sous-Chanéac;Lachapelle-sous-Chanéac;706;;Lachapelle-sous-ChanÃ©ac;44.95;4.333333;0
7124;COM;84;7;73;0;LAFARRE;Lafarre;Lafarre;708;;Lafarre;45.083333;4.35;-1
7126;COM;84;7;71;0;LAGORCE;Lagorce;Lagorce;715;;Lagorce;44.45;4.416667;-1
7127;COM;84;7;71;0;LALEVADE D ARDECHE;'Lalevade-d''Ardèche';'Lalevade-d''Ardèche';713;;'Lalevade-d''ArdÃ¨che';44.65;4.316667;0
7128;COM;84;7;73;0;LALOUVESC;Lalouvesc;Lalouvesc;708;;Lalouvesc;45.116667;4.533333;0
7129;COM;84;7;73;0;LAMASTRE;Lamastre;Lamastre;708;;Lamastre;44.983333;4.583333;0
7130;COM;84;7;71;0;LANARCE;Lanarce;Lanarce;713;;Lanarce;44.733333;4;0
7131;COM;84;7;71;0;LANAS;Lanas;Lanas;704;;Lanas;44.516667;4.4;0
7132;COM;84;7;71;0;LARGENTIERE;Largentière;Largentière;715;;LargentiÃ¨re;44.533333;4.3;1
7133;COM;84;7;72;0;LARNAS;Larnas;Larnas;705;;Larnas;44.45;4.6;0
7134;COM;84;7;71;0;LAURAC EN VIVARAIS;Laurac-en-Vivarais;Laurac-en-Vivarais;715;;Laurac-en-Vivarais;44.5;4.3;0
7136;COM;84;7;71;0;LAVEYRUNE;Laveyrune;Laveyrune;713;;Laveyrune;44.633333;3.9;0
7137;COM;84;7;71;0;LAVILLATTE;Lavillatte;Lavillatte;713;;Lavillatte;44.75;3.933333;-1
7138;COM;84;7;71;0;LAVILLEDIEU;Lavilledieu;Lavilledieu;712;;Lavilledieu;44.566667;4.466667;-1
7139;COM;84;7;71;0;LAVIOLLE;Laviolle;Laviolle;703;;Laviolle;44.766667;4.333333;0
7140;COM;84;7;73;0;LEMPS;Lemps;Lemps;714;;Lemps;45.108333;4.766667;0
7141;COM;84;7;71;0;LENTILLERES;Lentillères;Lentillères;704;;LentillÃ¨res;44.616667;4.3;1
7142;COM;84;7;71;0;LESPERON;Lespéron;Lespéron;713;;LespÃ©ron;44.716667;3.883333;0
7143;COM;84;7;73;0;LIMONY;Limony;Limony;711;;Limony;45.35;4.766667;0
7144;COM;84;7;71;0;LOUBARESSE;Loubaresse;Loubaresse;716;;Loubaresse;44.6;4.05;0
7145;COM;84;7;71;0;LUSSAS;Lussas;Lussas;712;;Lussas;44.6;4.483333;0
7146;COM;84;7;72;0;LYAS;Lyas;Lyas;710;;Lyas;44.75;4.583333;0
7147;COM;84;7;71;0;MALARCE SUR LA THINES;Malarce-sur-la-Thines;Malarce-sur-la-Thines;716;;Malarce-sur-la-Thines;44.433333;4.083333;-1
7148;COM;84;7;71;0;MALBOSC;Malbosc;Malbosc;716;;Malbosc;44.35;4.05;0
7149;COM;84;7;72;0;MARCOLS LES EAUX;Marcols-les-Eaux;Marcols-les-Eaux;706;;Marcols-les-Eaux;44.816667;4.4;0
7150;COM;84;7;73;0;MARIAC;Mariac;Mariac;706;;Mariac;44.9;4.366667;0
7151;COM;84;7;73;0;MARS;Mars;Mars;706;;Mars;45.016667;4.316667;0
7152;COM;84;7;73;0;MAUVES;Mauves;Mauves;714;;Mauves;45.033333;4.833333;1
7153;COM;84;7;71;0;MAYRES;Mayres;Mayres;713;;Mayres;;;0
7154;COM;84;7;71;0;MAZAN L ABBAYE;'Mazan-l''Abbaye';'Mazan-l''Abbaye';713;;'Mazan-l''Abbaye';44.733333;4.083333;0
7155;COM;84;7;71;0;MERCUER;Mercuer;Mercuer;704;;Mercuer;;;0
7156;COM;84;7;71;0;MEYRAS;Meyras;Meyras;713;;Meyras;44.683333;4.266667;0
7157;COM;84;7;72;0;MEYSSE;Meysse;Meysse;709;;Meysse;44.616667;4.716667;0
7158;COM;84;7;71;0;MEZILHAC;Mézilhac;Mézilhac;703;;MÃ©zilhac;44.8;4.35;0
7159;COM;84;7;71;0;MIRABEL;Mirabel;Mirabel;712;;Mirabel;;;-1
7160;COM;84;7;73;0;MONESTIER;Monestier;Monestier;702;;Monestier;45.2;4.533333;-1
7161;COM;84;7;71;0;MONTPEZAT SOUS BAUZON;Montpezat-sous-Bauzon;Montpezat-sous-Bauzon;713;;Montpezat-sous-Bauzon;44.716667;4.2;0
7162;COM;84;7;71;0;MONTREAL;Montréal;Montréal;715;;MontrÃ©al;44.516667;4.3;-1
7163;COM;84;7;71;0;MONTSELGUES;Montselgues;Montselgues;716;;Montselgues;44.516667;4;0
7165;COM;84;7;73;0;BELSENTES;Belsentes;Belsentes;706;;NoniÃ¨res (Les);44.933333;4.5;1
7166;COM;84;7;73;0;NOZIERES;Nozières;Nozières;708;;NoziÃ¨res;45.033333;4.566667;1
7167;COM;84;7;72;4;OLLIERES SUR EYRIEUX;Ollières-sur-Eyrieux;Les Ollières-sur-Eyrieux;706;;OlliÃ¨res-sur-Eyrieux (Les);44.8;4.616667;-1
7168;COM;84;7;71;1;ORGNAC L AVEN;'Orgnac-l''Aven';'Orgnac-l''Aven';715;;'Orgnac-l''Aven';44.316667;4.45;0
7169;COM;84;7;73;1;OZON;Ozon;Ozon;711;;Ozon;45.166667;4.816667;0
7170;COM;84;7;73;0;PAILHARES;Pailharès;Pailharès;708;;PailharÃ¨s;45.083333;4.566667;0
7171;COM;84;7;71;0;PAYZAC;Payzac;Payzac;716;;Payzac;44.45;4.15;0
7172;COM;84;7;73;0;PEAUGRES;Peaugres;Peaugres;711;;Peaugres;45.283333;4.733333;0
7173;COM;84;7;71;0;PEREYRES;Péreyres;Péreyres;713;;PÃ©reyres;44.783333;4.266667;0
7174;COM;84;7;73;0;PEYRAUD;Peyraud;Peyraud;711;;Peyraud;;;0
7175;COM;84;7;71;2;PLAGNAL;Plagnal;Le Plagnal;713;;Plagnal (Le);44.7;3.933333;0
7176;COM;84;7;71;0;PLANZOLLES;Planzolles;Planzolles;716;;Planzolles;44.483333;4.15;0
7177;COM;84;7;73;0;PLATS;Plats;Plats;714;;Plats;45.016667;4.783333;1
7178;COM;84;7;71;0;PONT DE LABEAUME;Pont-de-Labeaume;Pont-de-Labeaume;713;;Pont-de-Labeaume;44.666667;4.283333;-1
7179;COM;84;7;72;0;POURCHERES;Pourchères;Pourchères;710;;PourchÃ¨res;44.75;4.516667;-1
7181;COM;84;7;72;2;POUZIN;Pouzin;Le Pouzin;709;;Pouzin (Le);44.75;4.75;0
7182;COM;84;7;71;0;PRADES;Prades;Prades;713;;Prades;44.633333;4.316667;0
7183;COM;84;7;71;0;PRADONS;Pradons;Pradons;715;;Pradons;44.466667;4.366667;0
7184;COM;84;7;72;0;PRANLES;Pranles;Pranles;710;;Pranles;44.766667;4.6;0
7185;COM;84;7;73;0;PREAUX;Préaux;Préaux;708;;PrÃ©aux;;;0
7186;COM;84;7;72;0;PRIVAS;Privas;Privas;710;;Privas;44.733333;4.6;0
7187;COM;84;7;71;0;PRUNET;Prunet;Prunet;715;;Prunet;44.6;4.266667;-1
7188;COM;84;7;73;0;QUINTENAS;Quintenas;Quintenas;708;;Quintenas;45.183333;4.683333;0
7189;COM;84;7;71;0;RIBES;Ribes;Ribes;716;;Ribes;44.483333;4.216667;0
7190;COM;84;7;71;0;ROCHECOLOMBE;Rochecolombe;Rochecolombe;715;;Rochecolombe;44.5;4.45;0
7191;COM;84;7;72;0;ROCHEMAURE;Rochemaure;Rochemaure;709;;Rochemaure;44.583333;4.7;0
7192;COM;84;7;73;0;ROCHEPAULE;Rochepaule;Rochepaule;706;;Rochepaule;45.083333;4.466667;0
7193;COM;84;7;71;0;ROCHER;Rocher;Rocher;715;;Rocher;44.566667;4.3;-1
7194;COM;84;7;72;0;ROCHESSAUVE;Rochessauve;Rochessauve;710;;Rochessauve;44.683333;4.616667;0
7195;COM;84;7;71;3;ROCHETTE;Rochette;La Rochette;706;;Rochette (La);;;0
7196;COM;84;7;71;0;ROCLES;Rocles;Rocles;716;;Rocles;44.55;4.216667;0
7197;COM;84;7;73;0;ROIFFIEUX;Roiffieux;Roiffieux;702;;Roiffieux;45.233333;4.65;0
7198;COM;84;7;72;0;ROMPON;Rompon;Rompon;709;;Rompon;44.783333;4.733333;0
7199;COM;84;7;71;0;ROSIERES;Rosières;Rosières;716;;RosiÃ¨res;44.483333;4.283333;0
7200;COM;84;7;71;2;ROUX;Roux;Le Roux;713;;Roux (Le);44.733333;4.15;0
7201;COM;84;7;71;0;RUOMS;Ruoms;Ruoms;715;;Ruoms;44.45;4.35;0
7202;COM;84;7;71;0;SABLIERES;Sablières;Sablières;716;;SabliÃ¨res;44.516667;4.066667;0
7203;COM;84;7;71;0;SAGNES ET GOUDOULET;Sagnes-et-Goudoulet;Sagnes-et-Goudoulet;713;;Sagnes-et-Goudoulet;;;0
7204;COM;84;7;73;0;SAINT AGREVE;Saint-Agrève;Saint-Agrève;706;;Saint-AgrÃ¨ve;45.016667;4.4;1
7205;COM;84;7;73;0;SAINT ALBAN D AY;'Saint-Alban-d''Ay';'Saint-Alban-d''Ay';708;;'Saint-Alban-d''Ay';45.183333;4.633333;1
7206;COM;84;7;71;0;SAINT ALBAN EN MONTAGNE;Saint-Alban-en-Montagne;Saint-Alban-en-Montagne;713;;Saint-Alban-en-Montagne;44.7;3.916667;1
7207;COM;84;7;71;0;SAINT ALBAN AURIOLLES;Saint-Alban-Auriolles;Saint-Alban-Auriolles;715;;Saint-Alban-Auriolles;;;1
7208;COM;84;7;71;0;SAINT ANDEOL DE BERG;Saint-Andéol-de-Berg;Saint-Andéol-de-Berg;712;;Saint-AndÃ©ol-de-Berg;44.516667;4.533333;1
7209;COM;84;7;73;0;SAINT ANDEOL DE FOURCHADES;Saint-Andéol-de-Fourchades;Saint-Andéol-de-Fourchades;706;;Saint-AndÃ©ol-de-Fourchades;44.833333;4.3;-1
7210;COM;84;7;71;0;SAINT ANDEOL DE VALS;Saint-Andéol-de-Vals;Saint-Andéol-de-Vals;703;;Saint-AndÃ©ol-de-Vals;44.683333;4.383333;1
7211;COM;84;7;71;0;SAINT ANDRE DE CRUZIERES;Saint-André-de-Cruzières;Saint-André-de-Cruzières;716;;Saint-AndrÃ©-de-CruziÃ¨res;44.316667;4.216667;1
7212;COM;84;7;73;0;SAINT ANDRE EN VIVARAIS;Saint-André-en-Vivarais;Saint-André-en-Vivarais;706;;Saint-AndrÃ©-en-Vivarais;45.116667;4.416667;1
7213;COM;84;7;71;0;SAINT ANDRE LACHAMP;Saint-André-Lachamp;Saint-André-Lachamp;716;;Saint-AndrÃ©-Lachamp;44.5;4.166667;1
7214;COM;84;7;72;0;SAINT APOLLINAIRE DE RIAS;Saint-Apollinaire-de-Rias;Saint-Apollinaire-de-Rias;717;;Saint-Apollinaire-de-Rias;;;1
7215;COM;84;7;73;0;SAINT BARTHELEMY LE MEIL;Saint-Barthélemy-le-Meil;Saint-Barthélemy-le-Meil;706;;Saint-BarthÃ©lemy-le-Meil;44.9;4.5;1
7216;COM;84;7;73;0;SAINT BARTHELEMY GROZON;Saint-Barthélemy-Grozon;Saint-Barthélemy-Grozon;708;;Saint-BarthÃ©lemy-Grozon;;;1
7217;COM;84;7;73;0;SAINT BARTHELEMY LE PLAIN;Saint-Barthélemy-le-Plain;Saint-Barthélemy-le-Plain;714;;Saint-BarthÃ©lemy-le-Plain;45.05;4.75;1
7218;COM;84;7;73;0;SAINT BASILE;Saint-Basile;Saint-Basile;708;;Saint-Basile;44.966667;4.583333;1
7219;COM;84;7;72;0;SAINT BAUZILE;Saint-Bauzile;Saint-Bauzile;709;;Saint-Bauzile;44.666667;4.666667;1
7220;COM;84;7;73;0;SAINT CHRISTOL;Saint-Christol;Saint-Christol;706;;Saint-Christol;44.883333;4.433333;1
7221;COM;84;7;72;0;SAINT CIERGE LA SERRE;Saint-Cierge-la-Serre;Saint-Cierge-la-Serre;717;;Saint-Cierge-la-Serre;44.783333;4.683333;1
7222;COM;84;7;73;0;SAINT CIERGE SOUS LE CHEYLARD;Saint-Cierge-sous-le-Cheylard;Saint-Cierge-sous-le-Cheylard;706;;Saint-Cierge-sous-le-Cheylard;44.933333;4.466667;1
7223;COM;84;7;71;0;SAINT CIRGUES DE PRADES;Saint-Cirgues-de-Prades;Saint-Cirgues-de-Prades;713;;Saint-Cirgues-de-Prades;;;1
7224;COM;84;7;71;0;SAINT CIRGUES EN MONTAGNE;Saint-Cirgues-en-Montagne;Saint-Cirgues-en-Montagne;713;;Saint-Cirgues-en-Montagne;44.75;4.1;1
7225;COM;84;7;73;0;SAINT CLAIR;Saint-Clair;Saint-Clair;701;;Saint-Clair;45.283333;4.683333;-1
7226;COM;84;7;73;0;SAINT CLEMENT;Saint-Clément;Saint-Clément;706;;Saint-ClÃ©ment;44.95;4.266667;1
7227;COM;84;7;73;0;SAINT CYR;Saint-Cyr;Saint-Cyr;701;;Saint-Cyr;45.25;4.733333;1
7228;COM;84;7;73;0;SAINT DESIRAT;Saint-Désirat;Saint-Désirat;711;;Saint-DÃ©sirat;45.25;4.783333;1
7229;COM;84;7;71;0;SAINT DIDIER SOUS AUBENAS;Saint-Didier-sous-Aubenas;Saint-Didier-sous-Aubenas;704;;Saint-Didier-sous-Aubenas;44.6;4.416667;1
7230;COM;84;7;71;0;SAINT ETIENNE DE BOULOGNE;Saint-Étienne-de-Boulogne;Saint-Étienne-de-Boulogne;704;;Saint-Etienne-de-Boulogne;44.7;4.466667;1
7231;COM;84;7;71;0;SAINT ETIENNE DE FONTBELLON;Saint-Étienne-de-Fontbellon;Saint-Étienne-de-Fontbellon;704;;Saint-Etienne-de-Fontbellon;44.6;4.383333;-1
7232;COM;84;7;71;0;SAINT ETIENNE DE LUGDARES;Saint-Étienne-de-Lugdarès;Saint-Étienne-de-Lugdarès;713;;Saint-Etienne-de-LugdarÃ¨s;44.65;3.95;1
7233;COM;84;7;72;0;SAINT ETIENNE DE SERRE;Saint-Étienne-de-Serre;Saint-Étienne-de-Serre;706;;Saint-Etienne-de-Serres;;;1
7234;COM;84;7;73;0;SAINT ETIENNE DE VALOUX;Saint-Étienne-de-Valoux;Saint-Étienne-de-Valoux;711;;Saint-Etienne-de-Valoux;45.25;4.783333;1
7235;COM;84;7;71;0;SAINTE EULALIE;Sainte-Eulalie;Sainte-Eulalie;713;;Sainte-Eulalie;44.816667;4.183333;1
7236;COM;84;7;73;0;SAINT FELICIEN;Saint-Félicien;Saint-Félicien;708;;Saint-FÃ©licien;45.083333;4.633333;1
7237;COM;84;7;72;0;SAINT FORTUNAT SUR EYRIEUX;Saint-Fortunat-sur-Eyrieux;Saint-Fortunat-sur-Eyrieux;717;;Saint-Fortunat-sur-Eyrieux;44.833333;4.666667;-1
7238;COM;84;7;71;0;SAINT GENEST DE BEAUZON;Saint-Genest-de-Beauzon;Saint-Genest-de-Beauzon;716;;Saint-Genest-de-Beauzon;;;-1
7239;COM;84;7;73;0;SAINT GENEST LACHAMP;Saint-Genest-Lachamp;Saint-Genest-Lachamp;706;;Saint-Genest-Lachamp;44.85;4.416667;1
7240;COM;84;7;73;0;SAINT GEORGES LES BAINS;Saint-Georges-les-Bains;Saint-Georges-les-Bains;717;;Saint-Georges-les-Bains;44.866667;4.816667;1
7241;COM;84;7;71;0;SAINT GERMAIN;Saint-Germain;Saint-Germain;712;;Saint-Germain;44.55;4.45;1
7242;COM;84;7;71;0;SAINT GINEIS EN COIRON;Saint-Gineis-en-Coiron;Saint-Gineis-en-Coiron;712;;Saint-Gineys-en-Coiron;;;1
7243;COM;84;7;73;0;SAINT JACQUES D ATTICIEUX;'Saint-Jacques-d''Atticieux';'Saint-Jacques-d''Atticieux';711;;'Saint-Jacques-d''Atticieux';45.333333;4.666667;1
7244;COM;84;7;72;0;SAINT JEAN CHAMBRE;Saint-Jean-Chambre;Saint-Jean-Chambre;717;;Saint-Jean-Chambre;44.916667;4.583333;1
7245;COM;84;7;73;0;SAINT JEAN DE MUZOLS;Saint-Jean-de-Muzols;Saint-Jean-de-Muzols;714;;Saint-Jean-de-Muzols;45.083333;4.816667;1
7247;COM;84;7;71;0;SAINT JEAN LE CENTENIER;Saint-Jean-le-Centenier;Saint-Jean-le-Centenier;712;;Saint-Jean-le-Centenier;44.583333;4.533333;1
7248;COM;84;7;73;0;SAINT JEAN ROURE;Saint-Jean-Roure;Saint-Jean-Roure;706;;Saint-Jean-Roure;44.95;4.433333;1
7249;COM;84;7;73;0;SAINT JEURE D ANDAURE;'Saint-Jeure-d''Andaure';'Saint-Jeure-d''Andaure';706;;'Saint-Jeure-d''Andaure';45.05;4.466667;1
7250;COM;84;7;73;0;SAINT JEURE D AY;'Saint-Jeure-d''Ay';'Saint-Jeure-d''Ay';708;;'Saint-Jeure-d''Ay';45.15;4.7;1
7251;COM;84;7;71;0;SAINT JOSEPH DES BANCS;Saint-Joseph-des-Bancs;Saint-Joseph-des-Bancs;703;;Saint-Joseph-des-Bancs;44.733333;4.4;1
7253;COM;84;7;72;0;SAINT JULIEN DU GUA;Saint-Julien-du-Gua;Saint-Julien-du-Gua;706;;Saint-Julien-du-Gua;44.766667;4.45;1
7254;COM;84;7;71;0;SAINT JULIEN DU SERRE;Saint-Julien-du-Serre;Saint-Julien-du-Serre;703;;Saint-Julien-du-Serre;44.65;4.416667;1
7255;COM;84;7;72;0;SAINT JULIEN EN SAINT ALBAN;Saint-Julien-en-Saint-Alban;Saint-Julien-en-Saint-Alban;709;;Saint-Julien-en-Saint-Alban;44.733333;4.683333;1
7257;COM;84;7;72;0;SAINT JULIEN LE ROUX;Saint-Julien-le-Roux;Saint-Julien-le-Roux;717;;Saint-Julien-le-Roux;44.883333;4.666667;-1
7258;COM;84;7;73;0;SAINT JULIEN VOCANCE;Saint-Julien-Vocance;Saint-Julien-Vocance;702;;Saint-Julien-Vocance;45.166667;4.5;1
7259;COM;84;7;72;0;SAINT JUST D ARDECHE;'Saint-Just-d''Ardèche';'Saint-Just-d''Ardèche';705;;'Saint-Just-d''ArdÃ¨che';;;1
7260;COM;84;7;72;0;SAINT LAGER BRESSAC;Saint-Lager-Bressac;Saint-Lager-Bressac;709;;Saint-Lager-Bressac;44.683333;4.7;-1
7261;COM;84;7;72;0;SAINT LAURENT DU PAPE;Saint-Laurent-du-Pape;Saint-Laurent-du-Pape;717;;Saint-Laurent-du-Pape;44.816667;4.766667;1
